Orthogroup	PFEIFFER_annot	SC_annot	SIM_annot
OG0001229	lcl|BK010829.1_prot_DAC78198.1_907	SC_02078	SC_03321
OG0001230	lcl|BK010829.1_prot_DAC78199.1_908	SC_02079	SC_03320
OG0001231	lcl|BK010829.1_prot_DAC78200.1_909	SC_02081	SC_03318
OG0001232	lcl|BK010829.1_prot_DAC78201.1_910	SC_02083	SC_03316
OG0001233	lcl|BK010829.1_prot_DAC78202.1_911	SC_02084	SC_03315
OG0001234	lcl|BK010829.1_prot_DAC78204.1_913	SC_02087	SC_03312
OG0001235	lcl|BK010829.1_prot_DAC78205.1_914	SC_02089	SC_03311
OG0001236	lcl|BK010829.1_prot_DAC78206.1_915	SC_02091	SC_03309
OG0001237	lcl|BK010829.1_prot_DAC78207.1_916	SC_02092	SC_03308
OG0001238	lcl|BK010829.1_prot_DAC78208.1_917	SC_02096	SC_03306
OG0001239	lcl|BK010829.1_prot_DAC78209.1_918	SC_02097	SC_03305
OG0001240	lcl|BK010829.1_prot_DAC78210.1_919	SC_02098	SC_03303
OG0001241	lcl|BK010829.1_prot_DAC78212.1_921	SC_02101	SC_03298
OG0001242	lcl|BK010829.1_prot_DAC78213.1_922	SC_02102	SC_03297
OG0001243	lcl|BK010829.1_prot_DAC78214.1_923	SC_02104	SC_03296
OG0001244	lcl|BK010829.1_prot_DAC78215.1_924	SC_02105	SC_03295
OG0001245	lcl|BK010829.1_prot_DAC78217.1_926	SC_02108	SC_03292
OG0001246	lcl|BK010829.1_prot_DAC78218.1_927	SC_02109	SC_03291
OG0001247	lcl|BK010829.1_prot_DAC78220.1_929	SC_02113	SC_03287
OG0001248	lcl|BK010829.1_prot_DAC78224.1_933	SC_02119	SC_03284
OG0001249	lcl|BK010829.1_prot_DAC78228.1_937	SC_02124	SC_03277
OG0001250	lcl|BK010829.1_prot_DAC78229.1_938	SC_02128	SC_03274
OG0001251	lcl|BK010829.1_prot_DAC78231.1_940	SC_02131	SC_03270
OG0001252	lcl|BK010829.1_prot_DAC78232.1_941	SC_02132	SC_03269
OG0001253	lcl|BK010829.1_prot_DAC78234.1_943	SC_02135	SC_03268
OG0001254	lcl|BK010829.1_prot_DAC78235.1_944	SC_02138	SC_03266
OG0001255	lcl|BK010829.1_prot_DAC78237.1_946	SC_02139	SC_03264
OG0001256	lcl|BK010829.1_prot_DAC78242.1_951	SC_02148	SC_03260
OG0001257	lcl|BK010829.1_prot_DAC78243.1_952	SC_02150	SC_03258
OG0001258	lcl|BK010829.1_prot_DAC78245.1_954	SC_02152	SC_03255
OG0001259	lcl|BK010829.1_prot_DAC78246.1_955	SC_02157	SC_03253
OG0001260	lcl|BK010829.1_prot_DAC78249.1_958	SC_02163	SC_03247
OG0001261	lcl|BK010829.1_prot_DAC78250.1_959	SC_02164	SC_03245
OG0001262	lcl|BK010829.1_prot_DAC78251.1_960	SC_02167	SC_03243
OG0001263	lcl|BK010829.1_prot_DAC78253.1_962	SC_02169	SC_03242
OG0001264	lcl|BK010829.1_prot_DAC78254.1_963	SC_02171	SC_03241
OG0001265	lcl|BK010829.1_prot_DAC78256.1_965	SC_02174	SC_03239
OG0001266	lcl|BK010829.1_prot_DAC78258.1_967	SC_02177	SC_03236
OG0001267	lcl|BK010829.1_prot_DAC78260.1_969	SC_02181	SC_03234
OG0001268	lcl|BK010829.1_prot_DAC78262.1_971	SC_02183	SC_03232
OG0001269	lcl|BK010829.1_prot_DAC78264.1_973	SC_02187	SC_03228
OG0001270	lcl|BK010829.1_prot_DAC78270.1_979	SC_02194	SC_03220
OG0001271	lcl|BK010829.1_prot_DAC78271.1_980	SC_02195	SC_03219
OG0001272	lcl|BK010829.1_prot_DAC78272.1_981	SC_02197	SC_03218
OG0001273	lcl|BK010829.1_prot_DAC78274.1_983	SC_02200	SC_03215
OG0001274	lcl|BK010829.1_prot_DAC78277.1_986	SC_02206	SC_03210
OG0001275	lcl|BK010829.1_prot_DAC78279.1_988	SC_02211	SC_03208
OG0001276	lcl|BK010829.1_prot_DAC78281.1_990	SC_02217	SC_03205
OG0001277	lcl|BK010829.1_prot_DAC78286.1_995	SC_02223	SC_03197
OG0001278	lcl|BK010829.1_prot_DAC78289.1_998	SC_02227	SC_03192
OG0001279	lcl|BK010829.1_prot_DAC78291.1_1000	SC_02231	SC_03188
OG0001280	lcl|BK010829.1_prot_DAC78293.1_1002	SC_02232	SC_03187
OG0001281	lcl|BK010829.1_prot_DAC78294.1_1003	SC_02236	SC_03183
OG0001282	lcl|BK010829.1_prot_DAC78300.1_1010	SC_02251	SC_03166
OG0001283	lcl|BK010829.1_prot_DAC78301.1_1011	SC_02252	SC_03165
OG0001284	lcl|BK010829.1_prot_DAC78305.1_1015	SC_02259	SC_03159
OG0001285	lcl|BK010829.1_prot_DAC78309.1_1019	SC_02265	SC_03154
OG0001286	lcl|BK010829.1_prot_DAC78310.1_1020	SC_02267	SC_03153
OG0001287	lcl|BK010829.1_prot_DAC78311.1_1022	SC_02271	SC_03151
OG0001288	lcl|BK010829.1_prot_DAC78313.1_1024	SC_02276	SC_03144
OG0001289	lcl|BK010829.1_prot_DAC78315.1_1026	SC_02278	SC_03140
OG0001290	lcl|BK010829.1_prot_DAC78316.1_1027	SC_02281	SC_03138
OG0001291	lcl|BK010829.1_prot_DAC78317.1_1028	SC_02282	SC_03137
OG0001292	lcl|BK010829.1_prot_DAC78321.1_1033	SC_02292	SC_03130
OG0001293	lcl|BK010829.1_prot_DAC78325.1_1037	SC_02298	SC_03125
OG0001294	lcl|BK010829.1_prot_DAC78327.1_1039	SC_02301	SC_03123
OG0001295	lcl|BK010829.1_prot_DAC78328.1_1040	SC_02303	SC_03121
OG0001296	lcl|BK010829.1_prot_DAC78329.1_1041	SC_02307	SC_03114
OG0001297	lcl|BK010829.1_prot_DAC78332.1_1044	SC_02316	SC_03108
OG0001298	lcl|BK010829.1_prot_DAC78333.1_1045	SC_02317	SC_03107
OG0001299	lcl|BK010829.1_prot_DAC78334.1_1046	SC_02320	SC_03103
OG0001300	lcl|BK010829.1_prot_DAC78335.1_1047	SC_02322	SC_03102
OG0001301	lcl|BK010829.1_prot_DAC78337.1_1049	SC_02323	SC_03100
OG0001302	lcl|BK010829.1_prot_DAC78338.1_1050	SC_02324	SC_03099
OG0001303	lcl|BK010829.1_prot_DAC78339.1_1051	SC_02325	SC_03098
OG0001304	lcl|BK010829.1_prot_DAC78340.1_1052	SC_02327	SC_03097
OG0001305	lcl|BK010829.1_prot_DAC78341.1_1053	SC_02328	SC_03096
OG0001306	lcl|BK010829.1_prot_DAC78343.1_1057	SC_02330	SC_03095
OG0001307	lcl|BK010829.1_prot_DAC78344.1_1058	SC_02331	SC_03094
OG0001308	lcl|BK010829.1_prot_DAC78345.1_1059	SC_02333	SC_03091
OG0001309	lcl|BK010829.1_prot_DAC78352.1_1066	SC_02344	SC_03082
OG0001310	lcl|BK010829.1_prot_DAC78355.1_1069	SC_02351	SC_03076
OG0001311	lcl|BK010829.1_prot_DAC78356.1_1070	SC_02352	SC_03075
OG0001312	lcl|BK010829.1_prot_DAC78357.1_1071	SC_02353	SC_03073
OG0001313	lcl|BK010829.1_prot_DAC78358.1_1072	SC_02354	SC_03072
OG0001314	lcl|BK010829.1_prot_DAC78359.1_1073	SC_02355	SC_03071
OG0001315	lcl|BK010829.1_prot_DAC78360.1_1074	SC_02357	SC_03070
OG0001316	lcl|BK010829.1_prot_DAC78361.1_1075	SC_02358	SC_03068
OG0001317	lcl|BK010829.1_prot_DAC78362.1_1076	SC_02361	SC_03067
OG0001318	lcl|BK010829.1_prot_DAC78363.1_1077	SC_02363	SC_03065
OG0001319	lcl|BK010829.1_prot_DAC78364.1_1078	SC_02364	SC_03064
OG0001320	lcl|BK010829.1_prot_DAC78368.1_1082	SC_02374	SC_03056
OG0001321	lcl|BK010829.1_prot_DAC78370.1_1084	SC_02377	SC_03052
OG0001322	lcl|BK010829.1_prot_DAC78371.1_1085	SC_02378	SC_03051
OG0001323	lcl|BK010829.1_prot_DAC78374.1_1088	SC_02381	SC_03049
OG0001324	lcl|BK010829.1_prot_DAC78375.1_1089	SC_02384	SC_03047
OG0001325	lcl|BK010829.1_prot_DAC78376.1_1090	SC_02385	SC_03046
OG0001326	lcl|BK010829.1_prot_DAC78379.1_1093	SC_02387	SC_03043
OG0001327	lcl|BK010829.1_prot_DAC78381.1_1095	SC_02393	SC_03037
OG0001328	lcl|BK010829.1_prot_DAC78382.1_1096	SC_02395	SC_03033
OG0001329	lcl|BK010829.1_prot_DAC78384.1_1098	SC_02400	SC_03029
OG0001330	lcl|BK010829.1_prot_DAC78385.1_1099	SC_02401	SC_03028
OG0001331	lcl|BK010829.1_prot_DAC78386.1_1100	SC_02402	SC_03027
OG0001332	lcl|BK010829.1_prot_DAC78387.1_1101	SC_02403	SC_03026
OG0001333	lcl|BK010829.1_prot_DAC78389.1_1103	SC_02406	SC_03022
OG0001334	lcl|BK010829.1_prot_DAC78390.1_1104	SC_02407	SC_03019
OG0001335	lcl|BK010829.1_prot_DAC78392.1_1106	SC_02413	SC_03015
OG0001336	lcl|BK010829.1_prot_DAC78398.1_1112	SC_02425	SC_03004
OG0001337	lcl|BK010829.1_prot_DAC78400.1_1114	SC_02427	SC_03001
OG0001338	lcl|BK010829.1_prot_DAC78401.1_1115	SC_02429	SC_03000
OG0001339	lcl|BK010829.1_prot_DAC78402.1_1116	SC_02432	SC_02998
OG0001340	lcl|BK010829.1_prot_DAC78405.1_1119	SC_02438	SC_02991
OG0001341	lcl|BK010829.1_prot_DAC78406.1_1120	SC_02440	SC_02988
OG0001342	lcl|BK010829.1_prot_DAC78407.1_1121	SC_02441	SC_02987
OG0001343	lcl|BK010829.1_prot_DAC78409.1_1123	SC_02444	SC_02984
OG0001344	lcl|BK010829.1_prot_DAC78411.1_1125	SC_02448	SC_02980
OG0001345	lcl|BK010829.1_prot_DAC78412.1_1126	SC_02449	SC_02979
OG0001346	lcl|BK010829.1_prot_DAC78414.1_1128	SC_02451	SC_02975
OG0001347	lcl|BK010829.1_prot_DAC78415.1_1129	SC_02452	SC_02974
OG0001348	lcl|BK010829.1_prot_DAC78417.1_1131	SC_02457	SC_02969
OG0001349	lcl|BK010829.1_prot_DAC78420.1_1134	SC_02466	SC_02964
OG0001350	lcl|BK010829.1_prot_DAC78422.1_1136	SC_02467	SC_02960
OG0001351	lcl|BK010829.1_prot_DAC78423.1_1137	SC_02469	SC_02959
OG0001352	lcl|BK010829.1_prot_DAC78424.1_1138	SC_02472	SC_02957
OG0001353	lcl|BK010829.1_prot_DAC78426.1_1140	SC_02474	SC_02955
OG0001354	lcl|BK010829.1_prot_DAC78427.1_1141	SC_02480	SC_02951
OG0001355	lcl|BK010829.1_prot_DAC78428.1_1142	SC_02481	SC_02950
OG0001356	lcl|BK010829.1_prot_DAC78431.1_1145	SC_02484	SC_02946
OG0001357	lcl|BK010829.1_prot_DAC78432.1_1146	SC_02486	SC_02944
OG0001358	lcl|BK010829.1_prot_DAC78433.1_1147	SC_02488	SC_02942
OG0001359	lcl|BK010829.1_prot_DAC78437.1_1151	SC_02495	SC_02936
OG0001360	lcl|BK010829.1_prot_DAC78442.1_1156	SC_02501	SC_02930
OG0001361	lcl|BK010829.1_prot_DAC78443.1_1157	SC_02502	SC_02929
OG0001362	lcl|BK010829.1_prot_DAC78445.1_1159	SC_02503	SC_02927
OG0001363	lcl|BK010829.1_prot_DAC78446.1_1160	SC_02507	SC_02926
OG0001364	lcl|BK010829.1_prot_DAC78447.1_1161	SC_02509	SC_02925
OG0001365	lcl|BK010829.1_prot_DAC78448.1_1162	SC_02510	SC_02921
OG0001366	lcl|BK010829.1_prot_DAC78450.1_1164	SC_02514	SC_02917
OG0001367	lcl|BK010829.1_prot_DAC78451.1_1165	SC_02515	SC_02916
OG0001368	lcl|BK010829.1_prot_DAC78452.1_1166	SC_02520	SC_02910
OG0001369	lcl|BK010829.1_prot_DAC78453.1_1167	SC_02522	SC_02909
OG0001370	lcl|BK010829.1_prot_DAC78456.1_1170	SC_02526	SC_02905
OG0001371	lcl|BK010829.1_prot_DAC78458.1_1172	SC_02531	SC_02902
OG0001372	lcl|BK010829.1_prot_DAC78459.1_1173	SC_02532	SC_02901
OG0001373	lcl|BK010829.1_prot_DAC78462.1_1176	SC_02535	SC_02899
OG0001374	lcl|BK010829.1_prot_DAC78463.1_1177	SC_02536	SC_02897
OG0001375	lcl|BK010829.1_prot_DAC78467.1_1181	SC_02542	SC_02894
OG0001376	lcl|BK010829.1_prot_DAC78468.1_1183	SC_02544	SC_02892
OG0001377	lcl|BK010829.1_prot_DAC78470.1_1185	SC_02546	SC_02890
OG0001378	lcl|BK010829.1_prot_DAC78471.1_1186	SC_02547	SC_02889
OG0001379	lcl|BK010829.1_prot_DAC78472.1_1187	SC_02548	SC_02888
OG0001380	lcl|BK010829.1_prot_DAC78473.1_1188	SC_02551	SC_02886
OG0001381	lcl|BK010829.1_prot_DAC78474.1_1189	SC_02552	SC_02885
OG0001382	lcl|BK010829.1_prot_DAC78477.1_1192	SC_02556	SC_02881
OG0001383	lcl|BK010829.1_prot_DAC78479.1_1194	SC_02557	SC_02877
OG0001384	lcl|BK010829.1_prot_DAC78484.1_1199	SC_02568	SC_02866
OG0001385	lcl|BK010829.1_prot_DAC78486.1_1201	SC_02571	SC_02863
OG0001386	lcl|BK010829.1_prot_DAC78489.1_1204	SC_02576	SC_02858
OG0001387	lcl|BK010829.1_prot_DAC78490.1_1205	SC_02581	SC_02853
OG0001388	lcl|BK010829.1_prot_DAC78492.1_1207	SC_02584	SC_02850
OG0001389	lcl|BK010829.1_prot_DAC78494.1_1209	SC_02586	SC_02849
OG0001390	lcl|BK010829.1_prot_DAC78496.1_1211	SC_02587	SC_02846
OG0001391	lcl|BK010829.1_prot_DAC78499.1_1214	SC_02594	SC_02841
OG0001392	lcl|BK010829.1_prot_DAC78500.1_1215	SC_02595	SC_02840
OG0001393	lcl|BK010829.1_prot_DAC78501.1_1216	SC_02597	SC_02837
OG0001394	lcl|BK010829.1_prot_DAC78502.1_1217	SC_02600	SC_02833
OG0001395	lcl|BK010829.1_prot_DAC78503.1_1218	SC_02601	SC_02832
OG0001396	lcl|BK010829.1_prot_DAC78504.1_1219	SC_02603	SC_02831
OG0001397	lcl|BK010829.1_prot_DAC78506.1_1221	SC_02607	SC_02828
OG0001398	lcl|BK010829.1_prot_DAC78508.1_1223	SC_02611	SC_02823
OG0001399	lcl|BK010829.1_prot_DAC78509.1_1224	SC_02613	SC_02822
OG0001400	lcl|BK010829.1_prot_DAC78512.1_1227	SC_02614	SC_02820
OG0001401	lcl|BK010829.1_prot_DAC78513.1_1228	SC_02615	SC_02819
OG0001402	lcl|BK010829.1_prot_DAC78514.1_1229	SC_02616	SC_02818
OG0001403	lcl|BK010829.1_prot_DAC78515.1_1230	SC_02619	SC_02816
OG0001404	lcl|BK010829.1_prot_DAC78517.1_1232	SC_02625	SC_02813
OG0001405	lcl|BK010829.1_prot_DAC78518.1_1233	SC_02626	SC_02812
OG0001406	lcl|BK010829.1_prot_DAC78520.1_1235	SC_02630	SC_02810
OG0001407	lcl|BK010829.1_prot_DAC78521.1_1236	SC_02631	SC_02809
OG0001408	lcl|BK010829.1_prot_DAC78524.1_1239	SC_02636	SC_02801
OG0001409	lcl|BK010829.1_prot_DAC78525.1_1240	SC_02638	SC_02799
OG0001410	lcl|BK010829.1_prot_DAC78526.1_1241	SC_02639	SC_02798
OG0001411	lcl|BK010829.1_prot_DAC78527.1_1242	SC_02642	SC_02797
OG0001412	lcl|BK010829.1_prot_DAC78530.1_1245	SC_02654	SC_02785
OG0001413	lcl|BK010829.1_prot_DAC78531.1_1246	SC_02656	SC_02784
OG0001414	lcl|BK010829.1_prot_DAC78532.1_1247	SC_02657	SC_02782
OG0001415	lcl|BK010829.1_prot_DAC78533.1_1248	SC_02658	SC_02781
OG0001416	lcl|BK010829.1_prot_DAC78534.1_1249	SC_02659	SC_02780
OG0001417	lcl|BK010829.1_prot_DAC78535.1_1250	SC_02661	SC_02778
OG0001418	lcl|BK010829.1_prot_DAC78537.1_1252	SC_02662	SC_02776
OG0001419	lcl|BK010829.1_prot_DAC78538.1_1253	SC_02665	SC_02773
OG0001420	lcl|BK010829.1_prot_DAC78540.1_1255	SC_02670	SC_02767
OG0001421	lcl|BK010829.1_prot_DAC78543.1_1258	SC_02677	SC_02758
OG0001422	lcl|BK010829.1_prot_DAC78544.1_1259	SC_02680	SC_02756
OG0001423	lcl|BK010829.1_prot_DAC78545.1_1260	SC_02684	SC_02753
OG0001424	lcl|BK010829.1_prot_DAC78546.1_1261	SC_02685	SC_02752
OG0001425	lcl|BK010829.1_prot_DAC78547.1_1262	SC_02688	SC_02750
OG0001426	lcl|BK010829.1_prot_DAC78548.1_1263	SC_02689	SC_02749
OG0001427	lcl|BK010829.1_prot_DAC78549.1_1264	SC_02692	SC_02747
OG0001428	lcl|BK010829.1_prot_DAC78550.1_1265	SC_02693	SC_02745
OG0001429	lcl|BK010829.1_prot_DAC78551.1_1266	SC_02695	SC_02744
OG0001430	lcl|BK010829.1_prot_DAC78552.1_1267	SC_02696	SC_02742
OG0001431	lcl|BK010829.1_prot_DAC78553.1_1268	SC_02697	SC_02741
OG0001432	lcl|BK010829.1_prot_DAC78554.1_1269	SC_02699	SC_02738
OG0001433	lcl|BK010829.1_prot_DAC78556.1_1271	SC_02707	SC_02732
OG0001434	lcl|BK010829.1_prot_DAC78560.1_1275	SC_02711	SC_02725
OG0001435	lcl|BK010829.1_prot_DAC78561.1_1276	SC_02712	SC_02723
OG0001436	lcl|BK010829.1_prot_DAC78562.1_1277	SC_02715	SC_02721
OG0001437	lcl|BK010829.1_prot_DAC78563.1_1278	SC_02717	SC_02719
OG0001438	lcl|BK010829.1_prot_DAC78564.1_1279	SC_02719	SC_02717
OG0001439	lcl|BK010829.1_prot_DAC78565.1_1280	SC_02721	SC_02716
OG0001440	lcl|BK010829.1_prot_DAC78567.1_1282	SC_02723	SC_02715
OG0001441	lcl|BK010829.1_prot_DAC78568.1_1283	SC_02724	SC_02712
OG0001442	lcl|BK010829.1_prot_DAC78569.1_1284	SC_02727	SC_02710
OG0001443	lcl|BK010829.1_prot_DAC78571.1_1286	SC_02730	SC_02707
OG0001444	lcl|BK010829.1_prot_DAC78572.1_1287	SC_02733	SC_02704
OG0001445	lcl|BK010829.1_prot_DAC78573.1_1288	SC_02739	SC_02699
OG0001446	lcl|BK010829.1_prot_DAC78574.1_1289	SC_02740	SC_02698
OG0001447	lcl|BK010829.1_prot_DAC78575.1_1290	SC_02742	SC_02697
OG0001448	lcl|BK010829.1_prot_DAC78581.1_1296	SC_02751	SC_02685
OG0001449	lcl|BK010829.1_prot_1307	SC_02765	SC_02671
OG0001450	lcl|BK010829.1_prot_DAC78589.1_1308	SC_02766	SC_02670
OG0001451	lcl|BK010829.1_prot_DAC78591.1_1310	SC_02768	SC_02666
OG0001452	lcl|BK010829.1_prot_DAC78593.1_1312	SC_02769	SC_02665
OG0001453	lcl|BK010829.1_prot_DAC78595.1_1314	SC_02773	SC_02660
OG0001454	lcl|BK010829.1_prot_DAC78596.1_1315	SC_02775	SC_02658
OG0001455	lcl|BK010829.1_prot_DAC78597.1_1316	SC_02777	SC_02657
OG0001456	lcl|BK010829.1_prot_DAC78598.1_1317	SC_02778	SC_02654
OG0001457	lcl|BK010829.1_prot_DAC78599.1_1318	SC_02779	SC_02653
OG0001458	lcl|BK010829.1_prot_DAC78600.1_1319	SC_02780	SC_02651
OG0001459	lcl|BK010829.1_prot_DAC78601.1_1320	SC_02782	SC_02650
OG0001460	lcl|BK010829.1_prot_DAC78602.1_1321	SC_02783	SC_02649
OG0001461	lcl|BK010829.1_prot_DAC78604.1_1323	SC_02789	SC_02642
OG0001462	lcl|BK010829.1_prot_DAC78607.1_1326	SC_02793	SC_02638
OG0001463	lcl|BK010829.1_prot_DAC78608.1_1327	SC_02794	SC_02637
OG0001464	lcl|BK010829.1_prot_DAC78612.1_1331	SC_02802	SC_02630
OG0001465	lcl|BK010829.1_prot_DAC78615.1_1334	SC_02809	SC_02626
OG0001466	lcl|BK010829.1_prot_DAC78617.1_1336	SC_02811	SC_02625
OG0001467	lcl|BK010829.1_prot_DAC78618.1_1337	SC_02813	SC_02624
OG0001468	lcl|BK010829.1_prot_DAC78619.1_1338	SC_02814	SC_02623
OG0001469	lcl|BK010829.1_prot_DAC78620.1_1339	SC_02816	SC_02622
OG0001470	lcl|BK010829.1_prot_DAC78622.1_1341	SC_02820	SC_02620
OG0001471	lcl|BK010829.1_prot_DAC78623.1_1342	SC_02822	SC_02618
OG0001472	lcl|BK010829.1_prot_DAC78624.1_1343	SC_02823	SC_02617
OG0001473	lcl|BK010829.1_prot_DAC78627.1_1346	SC_02832	SC_02614
OG0001474	lcl|BK010829.1_prot_DAC78628.1_1347	SC_02833	SC_02613
OG0001475	lcl|BK010829.1_prot_DAC78629.1_1348	SC_02834	SC_02611
OG0001476	lcl|BK010829.1_prot_DAC78630.1_1349	SC_02837	SC_02610
OG0001477	lcl|BK010829.1_prot_DAC78631.1_1350	SC_02839	SC_02608
OG0001478	lcl|BK010829.1_prot_DAC78633.1_1352	SC_02843	SC_02604
OG0001479	lcl|BK010829.1_prot_DAC78636.1_1355	SC_02847	SC_02601
OG0001480	lcl|BK010829.1_prot_DAC78637.1_1357	SC_02849	SC_02600
OG0001481	lcl|BK010829.1_prot_DAC78640.1_1360	SC_02853	SC_02595
OG0001482	lcl|BK010829.1_prot_DAC78641.1_1361	SC_02854	SC_02594
OG0001483	lcl|BK010829.1_prot_DAC78642.1_1362	SC_02855	SC_02593
OG0001484	lcl|BK010829.1_prot_DAC78645.1_1365	SC_02858	SC_02588
OG0001485	lcl|BK010829.1_prot_DAC78646.1_1366	SC_02859	SC_02586
OG0001486	lcl|BK010829.1_prot_DAC78648.1_1368	SC_02865	SC_02582
OG0001487	lcl|BK010829.1_prot_DAC78649.1_1369	SC_02867	SC_02580
OG0001488	lcl|BK010829.1_prot_DAC78651.1_1371	SC_02868	SC_02578
OG0001489	lcl|BK010829.1_prot_DAC78654.1_1374	SC_02870	SC_02575
OG0001490	lcl|BK010829.1_prot_DAC78655.1_1375	SC_02872	SC_02574
OG0001491	lcl|BK010829.1_prot_DAC78656.1_1376	SC_02874	SC_02570
OG0001492	lcl|BK010829.1_prot_DAC78657.1_1377	SC_02875	SC_02569
OG0001493	lcl|BK010829.1_prot_DAC78666.1_1386	SC_02892	SC_02552
OG0001494	lcl|BK010829.1_prot_DAC78667.1_1387	SC_02893	SC_02551
OG0001495	lcl|BK010829.1_prot_DAC78668.1_1388	SC_02894	SC_02550
OG0001496	lcl|BK010829.1_prot_DAC78670.1_1390	SC_02897	SC_02548
OG0001497	lcl|BK010829.1_prot_DAC78672.1_1392	SC_02901	SC_02546
OG0001498	lcl|BK010829.1_prot_DAC78673.1_1393	SC_02902	SC_02545
OG0001499	lcl|BK010829.1_prot_DAC78674.1_1394	SC_02904	SC_02544
OG0001500	lcl|BK010829.1_prot_DAC78675.1_1395	SC_02905	SC_02543
OG0001501	lcl|BK010829.1_prot_DAC78676.1_1396	SC_02906	SC_02541
OG0001502	lcl|BK010829.1_prot_DAC78677.1_1397	SC_02907	SC_02540
OG0001503	lcl|BK010829.1_prot_DAC78678.1_1398	SC_02908	SC_02539
OG0001504	lcl|BK010829.1_prot_DAC78680.1_1400	SC_02910	SC_02537
OG0001505	lcl|BK010829.1_prot_DAC78681.1_1401	SC_02913	SC_02536
OG0001506	lcl|BK010829.1_prot_DAC78682.1_1402	SC_02914	SC_02535
OG0001507	lcl|BK010829.1_prot_DAC78683.1_1403	SC_02915	SC_02533
OG0001508	lcl|BK010829.1_prot_DAC78684.1_1404	SC_02916	SC_02532
OG0001509	lcl|BK010829.1_prot_DAC78687.1_1407	SC_02921	SC_02530
OG0001510	lcl|BK010829.1_prot_DAC78688.1_1408	SC_02924	SC_02529
OG0001511	lcl|BK010829.1_prot_DAC78689.1_1409	SC_02925	SC_02528
OG0001512	lcl|BK010829.1_prot_1410	SC_02927	SC_02526
OG0001513	lcl|BK010829.1_prot_DAC78690.1_1411	SC_02930	SC_02525
OG0001514	lcl|BK010829.1_prot_DAC78691.1_1412	SC_02932	SC_02524
OG0001515	lcl|BK010829.1_prot_DAC78692.1_1413	SC_02934	SC_02523
OG0001516	lcl|BK010829.1_prot_DAC78693.1_1414	SC_02936	SC_02521
OG0001517	lcl|BK010829.1_prot_DAC78695.1_1416	SC_02939	SC_02516
OG0001518	lcl|BK010829.1_prot_DAC78698.1_1419	SC_02947	SC_02507
OG0001519	lcl|BK010829.1_prot_DAC78699.1_1420	SC_02949	SC_02506
OG0001520	lcl|BK010829.1_prot_DAC78703.1_1424	SC_02955	SC_02497
OG0001521	lcl|BK010829.1_prot_DAC78704.1_1425	SC_02956	SC_02496
OG0001522	lcl|BK010829.1_prot_DAC78705.1_1426	SC_02957	SC_02495
OG0001523	lcl|BK010829.1_prot_DAC78707.1_1428	SC_02959	SC_02491
OG0001524	lcl|BK010829.1_prot_DAC78711.1_1432	SC_02965	SC_02483
OG0001525	lcl|BK010829.1_prot_DAC78712.1_1433	SC_02969	SC_02481
OG0001526	lcl|BK010829.1_prot_DAC78714.1_1435	SC_02971	SC_02479
OG0001527	lcl|BK010829.1_prot_DAC78725.1_1446	SC_02994	SC_02462
OG0001528	lcl|BK010829.1_prot_DAC78727.1_1448	SC_02998	SC_02459
OG0001529	lcl|BK010829.1_prot_DAC78728.1_1449	SC_02999	SC_02458
OG0001530	lcl|BK010829.1_prot_DAC78730.1_1451	SC_03002	SC_02456
OG0001531	lcl|BK010829.1_prot_DAC78731.1_1452	SC_03003	SC_02454
OG0001532	lcl|BK010829.1_prot_DAC78732.1_1453	SC_03005	SC_02453
OG0001533	lcl|BK010829.1_prot_DAC78733.1_1454	SC_03006	SC_02451
OG0001534	lcl|BK010829.1_prot_DAC78734.1_1455	SC_03007	SC_02450
OG0001535	lcl|BK010829.1_prot_DAC78735.1_1456	SC_03008	SC_02449
OG0001536	lcl|BK010829.1_prot_DAC78736.1_1457	SC_03009	SC_02448
OG0001537	lcl|BK010829.1_prot_DAC78737.1_1458	SC_03011	SC_02444
OG0001538	lcl|BK010829.1_prot_DAC78738.1_1459	SC_03012	SC_02442
OG0001539	lcl|BK010829.1_prot_DAC78739.1_1460	SC_03015	SC_02439
OG0001540	lcl|BK010829.1_prot_DAC78740.1_1461	SC_03017	SC_02438
OG0001541	lcl|BK010829.1_prot_DAC78741.1_1462	SC_03020	SC_02437
OG0001542	lcl|BK010829.1_prot_DAC78744.1_1465	SC_03025	SC_02434
OG0001543	lcl|BK010829.1_prot_DAC78746.1_1467	SC_03030	SC_02429
OG0001544	lcl|BK010829.1_prot_DAC78748.1_1469	SC_03034	SC_02426
OG0001545	lcl|BK010829.1_prot_DAC78749.1_1470	SC_03036	SC_02425
OG0001546	lcl|BK010829.1_prot_DAC78751.1_1472	SC_03038	SC_02423
OG0001547	lcl|BK010829.1_prot_DAC78754.1_1475	SC_03041	SC_02421
OG0001548	lcl|BK010829.1_prot_DAC78757.1_1478	SC_03046	SC_02414
OG0001549	lcl|BK010829.1_prot_DAC78761.1_1482	SC_03056	SC_02405
OG0001550	lcl|BK010829.1_prot_DAC78764.1_1485	SC_03060	SC_02402
OG0001551	lcl|BK010829.1_prot_DAC78766.1_1487	SC_03061	SC_02400
OG0001552	lcl|BK010829.1_prot_DAC78767.1_1488	SC_03065	SC_02396
OG0001553	lcl|BK010829.1_prot_DAC78768.1_1489	SC_03066	SC_02394
OG0001554	lcl|BK010829.1_prot_DAC78770.1_1491	SC_03067	SC_02393
